App,Category,Rating,Reviews,Size in KB,Price,Content Rating,Current Version,Number of Languages
Pokémon Shuffle Mobile,Game,4.5,5805,106076,0.0,Everyone,1.10.0,7
BuriedTown - World's First Doomsday Survival Themed Game,Game,4.0,118,60974,0.99,Everyone 10+,1.4.0,13
,None,0.0,0,0,0.0,Unrated,,1
Tank Battle: Blitzkrieg,Game,3.5,19,217393,1.99,Teen,1.7,1
A Color Story,Photo & Video,4.5,2436,39306,0.0,Everyone,1.1.3,1
USPS StampApp for iPad,Books & Reference,2.5,15,47478,9.99,Everyone,1.5,1
ZAKER 专业版,News & Magazines,0.0,0,75351,0.99,Teen,7.7,3
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
PAW Patrol Pups to the Rescue,Education,2.5,22,757837,1.99,Everyone,1.4,1
PAW Patrol Pups to the Rescue HD,Education,3.0,142,757911,1.99,Everyone,1.4,1
シロクマ先生のゆるくない英文法,Education,0.0,0,224096,11.99,Everyone,1.5,1
麻雀物語３ 役満乱舞の究極大戦,Game,0.0,0,2170589,9.99,Teen,1.1.0,2
,None,0.0,0,0,0.0,Unrated,,1
Circle Swing,Game,3.5,2,8642,0.0,Everyone,1.2,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Paper Train: Traffic,Game,4.0,20,111042,0.99,Everyone,1.0,1
Shapes & Colors Learning Kids Games for girls 2 +,Game,0.0,0,182903,2.99,Everyone,1.3,9
360 Degree,Game,4.5,1460,332068,0.0,Everyone,3.4.0,21
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Marry Me - Perfect Wedding Day!,Game,4.0,795,201636,0.0,Everyone,1.3,10
Bear,Productivity,4.5,891,29283,0.0,Everyone,1.2.1,11
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
"ipsy - Makeup, subscription and beauty tips",Lifestyle,5.0,17489,35611,0.0,Everyone,2.0.0,1
How the Grinch Stole Christmas! - Read & Play,Books & Reference,4.5,49,62609,3.99,Everyone,4.0.7,1
Gigglebug's Face Race,Education,3.5,44,191375,2.99,Everyone,1.4,3
Trick Shot,Game,4.5,816,105433,1.99,Everyone,1.2.0,1
Viva™ Slots Las Vegas Classic Casino Games,Game,4.5,58738,167431,0.0,Teen,1.34.3,1
Battle Golf,Game,4.0,455,48627,0.0,Everyone 10+,2.1.1,1
Stash Invest: Investing & Financial Education,Finance,4.0,1655,110992,0.0,Everyone,1.6.12,1
Haywire Hospital,Game,4.5,285,503320,0.0,Teen,2.3.4,4
Fusion Pictures - A Multiplayer Game with 4 Hidden Pics Object & 1 Word Puzzle,Game,0.0,0,57844,0.0,Everyone,1.2,1
,None,0.0,0,0,0.0,Unrated,,1
クリアした奴マジ天才,Game,0.0,0,33636,0.0,Everyone,1.1,2
Kuro no Sekai - It's a Darkness World,Game,0.0,0,90811,0.0,Everyone 10+,2.5.5,2
,None,0.0,0,0,0.0,Unrated,,1
Octodad: Dadliest Catch,Game,4.0,1752,303450,4.99,Everyone 10+,1.0.21,8
Transformers Rescue Bots: Save Griffin Rock,Books & Reference,2.5,47,1491860,3.99,Everyone,3.0.33,1
YouTube Music,Music,3.5,7109,114122,0.0,Mature 17+,1.78,1
Disney Emoji Blitz,Game,4.5,41036,257001,0.0,Everyone,1.11.5,10
Skylanders SuperChargers,Game,4.0,1296,1322848,0.0,Everyone 10+,1.2.2,1
,None,0.0,0,0,0.0,Unrated,,1
Osmo Numbers,Game,4.0,52,205487,0.0,Everyone,1.5.7,12
,None,0.0,0,0,0.0,Unrated,,1
Space Grunts,Game,4.0,58,61841,3.99,Teen,1.6.0,1
,None,0.0,0,0,0.0,Unrated,,1
Color•多彩手帐,Lifestyle,5.0,485,81757,0.0,Everyone 10+,3.2.9,10
Ultimate Fox Simulator,Game,4.0,1112,139665,0.99,Everyone 10+,1.1,1
Dictionnaire Le Robert Mobile : 4 en 1,Books & Reference,5.0,1,69587,7.99,Everyone,2.1,1
boohoo.com,Shopping,4.5,655,14284,0.0,Everyone,6.1.1,1
,None,0.0,0,0,0.0,Unrated,,1
Tweetbot 4 for Twitter,Social,4.0,2213,12481,9.99,Mature 17+,4.6.2,7
Amaranthine Voyage: The Shadow of Torment HD - A Magical Hidden Object Adventure (Full),Game,4.5,9,1488330,6.99,Everyone 10+,1.0.0,4
Amaranthine Voyage: The Shadow of Torment - A Magical Hidden Object Adventure (Full),Game,3.0,4,1279516,2.99,Everyone 10+,1.0.0,4
DinoTrek VR Experience,Entertainment,4.0,73,498358,0.99,Everyone,1.2,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Game Studio Tycoon 2: Next Gen Developer,Game,4.0,110,249491,3.99,Everyone,3.4,1
激ムズ！ねこじゃんぷ２,Game,5.0,1,49191,0.0,Everyone 10+,1.0.3,4
Lost in Harmony,Game,4.5,1002,207105,0.0,Everyone 10+,2.1.1,17
Athletics 2: Summer Sports - Free,Game,4.5,2541,243888,0.0,Everyone,1.6,1
Flow Speed Control ● Professional Edition,Photo & Video,4.5,83,104204,1.99,Everyone,1.14,21
Little Nugget® - capture pregnancy & baby pics,Photo & Video,4.5,4006,76221,2.99,Everyone,1.2.2,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Hey Duggee: The Big Badge App,Game,4.0,11,177739,2.99,Everyone,1.3.2,1
Moodnotes - Thought Journal / Mood Diary,Health & Fitness,5.0,625,54482,3.99,Teen,2.2.1,1
"Hemingboard: Synonyms, Rhymes, Puns in Your Keyboard",Utilities,4.0,128,169833,2.99,Everyone,2.2,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Simply Piano by JoyTunes - Learn & play piano,Education,4.5,2925,185430,0.0,Everyone,4.7,11
V LIVE - Broadcasting App,Entertainment,3.5,937,84481,0.0,Everyone,2.2.1,8
,None,0.0,0,0,0.0,Unrated,,1
Rayman Classic,Game,4.5,293,191037,0.0,Everyone 10+,1.0.4,10
The Martian: Official Game,Game,4.0,259,74873,0.99,Everyone 10+,1.1.3,3
House of 1000 Doors: Evil Inside HD - A Hidden Object Adventure (Full),Game,3.5,75,1170735,6.99,Everyone 10+,1.0.0,4
,None,0.0,0,0,0.0,Unrated,,1
戦え！プリンセスドール,Game,0.0,0,69612,0.0,Mature 17+,1.4,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Smashy Road: Wanted,Game,4.5,53162,200108,0.0,Everyone 10+,1.2.1,1
,None,0.0,0,0,0.0,Unrated,,1
Colorfly : Coloring Book for Adults - Free Games,Game,4.5,21472,61465,0.0,Everyone,3.19,3
Team USA App,Sports,2.5,101,42460,0.0,Everyone,2.1,1
MyDx One: Find a Strain that Works for You,Medical,4.0,29,38659,0.0,Mature 17+,4.0,1
DragonSoul RPG,Game,4.5,7681,212710,0.0,Everyone 10+,2.13.0,17
VERSUS: The Lost Ones,Game,5.0,423,41671,3.99,Teen,1.0.5,1
Deus Ex GO - Puzzle Challenge,Game,4.5,1385,293599,4.99,Teen,2.1.1,10
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
MINE［マイン］ファッション/コーディネート動画アプリ,Catalogs,0.0,0,54054,0.0,Everyone,2.3.15,2
wetter.com,Weather,0.0,0,192418,0.0,Everyone,1.15.0,2
Cloud Chasers - A Journey of Hope,Game,3.5,36,277534,3.99,Teen,1.0.5.0,1
League of Stickmen VIP Edition,Game,4.5,391,192278,1.99,Everyone 10+,1.0.8,5
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Asymmetric,Game,0.0,0,76766,1.99,Everyone,1.1.5,5
ColorArt: Coloring Book For Adults,Entertainment,4.5,15797,90105,0.0,Everyone,1.6.0,1
KOMRAD,Game,4.5,94,69795,0.0,Everyone 10+,1.0.2,1
Pinball Breaker Forever,Game,4.5,190,34252,0.0,Everyone,1.1.5,2
Dust: An Elysian Tail,Game,4.5,884,977829,5.99,Everyone 10+,1.6,1
C CHANNEL -Watch tips & tricks videos for girls,Photo & Video,5.0,21,58049,0.0,Teen,2.6.8,8
Superhero Girl Salon: Kids Makeup and Dressup Game,Game,4.5,16,95607,1.99,Everyone,9999.1.8,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Bob's Burgers Pinball,Game,4.5,43,48860,1.99,Everyone,1.0.1,1
Shopkins Magazine - once you shop…you can’t stop!,Game,3.0,129,19676,0.99,Everyone,4.9.99,1
片手キーボードPRO,Utilities,0.0,0,105982,2.99,Everyone,3.1.0,1
,None,0.0,0,0,0.0,Unrated,,1
I Keep Having This Dream,Game,4.5,79,69058,1.99,Everyone 10+,1.0.3,1
,None,0.0,0,0,0.0,Unrated,,1
Tangled Up! - Valentine Special,Game,4.0,16,191583,0.0,Everyone,5.0,7
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
FINAL FANTASY VII,Game,4.0,1421,1938644,15.99,Teen,1.0.5,5
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Bridge Constructor Stunts,Game,4.0,75,140593,1.99,Everyone,2.7,13
Circa Infinity,Game,5.0,56,138744,1.99,Everyone 10+,2.0.0,1
Gogo Entertainment,Travel & Local,2.0,1482,16390,0.0,Teen,1.6.1.002,4
Attack Heroes,Game,5.0,12,915254,0.99,Everyone 10+,1.0.9,1
a. - Physical Simulation Puzzle Game,Game,5.0,2,49728,0.0,Everyone,1.0.8,2
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Cat-A-Pult: Endless stacking of 8-bit kittens,Game,4.0,141,100000,0.0,Everyone,1.9,1
Dawn of Gods,Game,4.5,833,230893,0.0,Everyone 10+,2.1.0,33
SPL-T,Game,4.0,124,110900,2.99,Everyone,1.11,12
狼人之夜,Social,4.5,15,30931,0.99,Teen,1.3.3,1
Witches' Legacy: The Dark Throne HD (Full),Game,3.0,52,2116109,6.99,Everyone 10+,1.0.0,4
Fear for Sale: Endless Voyage HD - A Mystery Hidden Object Game (Full),Game,4.0,66,1921634,6.99,Everyone 10+,1.0.0,5
Nebraska Huskers for iPad 2015,Sports,1.0,2,31588,9.99,Everyone,2.4,1
Exodus,Game,3.0,62,40820,0.0,Everyone,1.1,1
Maim Street,Game,4.5,99,174329,0.0,Teen,1.0.1,1
Sorted - Quickly Organise Your Day,Productivity,4.0,69,101574,7.99,Everyone,1.5.3,7
,None,0.0,0,0,0.0,Unrated,,1
"SNOW - Selfie, Motion sticker, Fun camera",Photo & Video,4.0,1115,119274,0.0,Everyone,3.2.5,5
Beat da Beat,Game,5.0,301,262926,0.99,Everyone 10+,1.3,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Zombie Anarchy: Survival Strategy Game,Game,4.5,1768,255653,0.0,Mature 17+,1.2.1,15
,None,0.0,0,0,0.0,Unrated,,1
Periodic Table Chemistry,Education,0.0,0,34300,6.99,Everyone,3.0.2,1
,None,0.0,0,0,0.0,Unrated,,1
Infinite Skater,Game,4.0,360,257843,0.0,Everyone,2.0.3,1
Land Sliders,Game,4.5,4142,124692,0.0,Everyone 10+,1.7.1,14
,None,0.0,0,0,0.0,Unrated,,1
アイドルの姫　-わたしの青春マテリアル-,Game,0.0,0,105643,0.0,Everyone,1.2.3,1
Fruit Pop! Puzzles in Paradise - Fruit Pop Sequel,Game,4.5,261,155375,0.0,Everyone,1.20,1
开挂江湖-Q版武侠挂机,Game,0.0,0,98246,0.0,Everyone 10+,1.8.3,1
,None,0.0,0,0,0.0,Unrated,,1
Women's Health: 1500 Kalorien Tag,Food & Drink,0.0,0,70312,1.99,Everyone,1.3.1,1
Final Cut: The True Escapade HD - A Hidden Object Mystery Game (Full),Game,4.0,19,905351,6.99,Everyone 10+,1.0.0,5
Mystery Tales: The Twilight World HD - A Hidden Object Adventure (Full),Game,3.0,6,1563414,6.99,Everyone 10+,1.0.0,4
Mystery Tales: The Twilight World - A Hidden Object Adventure (Full),Game,2.5,2,1556369,2.99,Everyone 10+,1.0.0,4
Read4Kids - Kids learn to read in 20 easy lessons,Education,4.0,27,34612,2.99,Everyone,2.1,1
Five Nights at Freddys 4,Game,4.5,5478,50814,2.99,Teen,1.0,1
Burger – The Game,Game,4.5,1179,14188,0.0,Everyone 10+,1.03,1
,None,0.0,0,0,0.0,Unrated,,1
全国マルチ掲示板 for モンスト！〜タスカンと運極ができるアプリ〜,Entertainment,0.0,0,39042,0.0,Teen,2.0.2,1
俺と鬼嫁の100日戦記,Game,4.5,3,37478,0.0,Everyone,1.0.4,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Dr. Panda Candy Factory,Education,4.0,46,298553,2.99,Everyone,1.0,12
,None,0.0,0,0,0.0,Unrated,,1
Foodo World,Education,3.0,7,265895,2.99,Everyone,1.0.1,32
Dr. Panda Firefighters,Education,3.5,55,230628,2.99,Everyone,1.0.1,17
Alliance Wars: World Domination,Game,5.0,176,493512,0.0,Teen,v1.865,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
T-Rex Simulator,Game,3.5,24,142795,0.99,Teen,1.1,1
Disc Golf Game,Game,4.5,85,233364,3.99,Everyone,1.1,1
浪漫庄园(自由创造你的梦想),Game,4.5,36,97181,0.0,Teen,1.3.9,1
,None,0.0,0,0,0.0,Unrated,,1
私のヒモ男～イケメン拾いました～恋愛・放置ゲーム,Game,4.5,26,104366,0.0,Mature 17+,2.2.13,1
Hooty Hoo: Bingo Math,Education,0.0,0,34686,1.99,Everyone,1.2,1
Slash Mobs,Game,4.5,4179,249143,0.0,Everyone 10+,1.2,1
JCnews - Anime & Game Culture,News & Magazines,0.0,0,25467,0.0,Mature 17+,2.0.5,31
Dirt Racing Mobile 3D,Game,4.5,245,233611,3.99,Everyone,1.0.1,1
myINK sketch,Photo & Video,0.0,0,90249,2.99,Mature 17+,3.2.6,1
,None,0.0,0,0,0.0,Unrated,,1
OPUS: The Day We Found Earth,Game,5.0,2491,245289,0.0,Everyone,1.7.1,1
Cut the Rope,Game,4.5,151,128109,1.99,Everyone,2.7.2,11
Cut the Rope HD,Game,4.5,71,255006,3.99,Everyone,2.7.3,1
Cut the Rope HD™,Game,4.0,285,125702,0.0,Everyone,3.1.2,10
Beneath The Lighthouse,Game,4.0,526,149087,0.0,Everyone 10+,1.1.5,1
Goodnight Little Sandman - Bedtime Ritual,Education,0.0,0,555863,3.99,Everyone,1.151,13
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
HOOKED - Chat Stories,Books & Reference,4.5,47829,94545,0.0,Everyone 10+,2.28.0,8
striker – dropping balls,Game,0.0,0,64180,0.0,Everyone,1.8.3,5
,None,0.0,0,0,0.0,Unrated,,1
Punch Club,Game,4.0,480,323284,4.99,Teen,1.30,1
Lonely One,Game,4.5,723,206535,0.0,Everyone,2.9,6
Dictator 2,Game,3.0,694,240695,0.0,Teen,1.4.4,1
Dictator 2: Evolution,Game,4.0,67,239798,1.99,Teen,1.4.4,1
Snug for Instagram - Preview your photos,Photo & Video,2.5,58,32174,0.99,Everyone,2.6.1,14
,None,0.0,0,0,0.0,Unrated,,1
AMC,Entertainment,2.0,3105,59480,0.0,Teen,1.10.6,1
TRUMP Yo'Self! Make Your Hair Great Again!,Entertainment,4.0,37,39518,0.0,Everyone,1.5.1,1
Kylie Jenner Official App,Entertainment,2.5,3111,51452,0.0,Teen,1.4,1
Stickman Volleyball,Game,4.5,184,179424,0.99,Everyone,1.0.2,1
Snail Sleep-Dream Talk Recording,Health & Fitness,4.0,19,153040,0.0,Everyone,3.4.2,7
ホラースポット-ghost spot-意味が分かると怖いマップ,Maps & Navigation,0.0,0,39891,0.0,Teen,1.16,2
My Challenge Tracker,Health & Fitness,5.0,3682,78232,0.0,Everyone,1.12.1,1
,None,0.0,0,0,0.0,Unrated,,1
蚂蚁聚宝—蚂蚁金服旗下投资理财平台,Finance,3.0,14,113420,0.0,Teen,2.6.0,1
,None,0.0,0,0,0.0,Unrated,,1
VPN Proxy Master - Unlimited WiFi security VPN,Productivity,5.0,13674,27117,0.0,Everyone,2.4.2,9
,None,0.0,0,0,0.0,Unrated,,1
Bouncy Kingdom,Game,4.5,55,114930,0.0,Everyone,1.8.1,1
My Town : Hospital,Education,4.0,186,218082,2.99,Everyone,1.6,1
FRESH! - ログイン不要・高画質で生放送が見放題,Entertainment,0.0,0,95488,0.0,Mature 17+,3.0.2,2
融360-贷款、信用卡、信用报告,Finance,0.0,0,80800,0.0,Teen,2.7.0,1
病みカワカメラ,Photo & Video,5.0,1,42884,0.0,Teen,1.0.6,1
青藍高校リア充部,Game,0.0,0,85194,0.0,Teen,2.0.5,2
女の子の憧れが全てつまったTOKYOリアルコーデアプリ - TOPLOG,Lifestyle,0.0,0,81313,0.0,Mature 17+,2.2.4,2
【放置ゲー】壁ドンしたら人生変わった ～グリモアのキャラ達に壁ドン！？～,Game,0.0,0,45920,0.0,Mature 17+,1.0.15,1
Bits of Sweets,Game,4.5,2572,112641,0.0,Everyone,3.7,16
BMO Snaps - Adventure Time Photo Game,Game,4.5,67,211572,2.99,Everyone 10+,1.0.4,10
Sophia - My Little Sis,Game,4.5,1193,138332,0.0,Everyone,1.6.1,11
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Magic Rush: Heroes,Game,4.5,3046,129245,0.0,Teen,1.1.122,13
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Gather - In real life,Lifestyle,2.5,813,78394,0.0,Everyone,1.10.3,1
商品バーコードで賞味期限を通知 Limiter2 (リミッター),Food & Drink,0.0,0,74308,0.0,Everyone,1.6.7,2
Recolor - Coloring Book,Entertainment,4.5,31180,68480,0.0,Everyone,3.5.1,4
Explore Daniel Tiger's Neighborhood,Education,3.5,92,327118,2.99,Everyone,2.3,1
,None,0.0,0,0,0.0,Unrated,,1
Piano Tiles 2™(Don't Tap The White Tile 2),Game,4.5,55077,81668,0.0,Everyone,3.1.9,17
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Blitzrechnen 1. Klasse - Mathe lernen in der Grundschule mit Klett nach dem offiziellen Lehrplan,Education,0.0,0,378085,3.99,Everyone,1.1,1
,None,0.0,0,0,0.0,Unrated,,1
Hidden Pictures by Highlights Magazine,Game,4.5,1478,164859,0.0,Everyone,1.44,1
Teenage Mutant Ninja Turtles: Battle Match Game,Game,4.0,70,134537,1.99,Everyone 10+,1.2,8
Mods for Minecraft PC & Servers for Minecraft PE,Utilities,4.5,753,18505,1.99,Teen,1.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Slots - Huuuge Casino: Slot Machines,Game,4.5,13637,91105,0.0,Teen,2.4.151,12
Bookling - Track Your Reading Habits,Productivity,3.0,20,14913,0.99,Everyone,1.5,2
Strawberry Shortcake Candy Garden,Entertainment,4.5,633,232399,0.0,Everyone,Update 1.1,10
Dreampath - The Two Kingdoms HD - A Magical Hidden Object Game (Full),Game,4.5,248,923066,6.99,Everyone 10+,1.0.8,4
Dark Dimensions: Homecoming HD - A Hidden Object Mystery (Full),Game,3.5,78,1331712,6.99,Everyone 10+,1.0.0,3
Dark Dimensions: Homecoming - A Hidden Object Mystery (Full),Game,2.5,10,1331671,2.99,Everyone 10+,1.0.0,3
Teenage Mutant Ninja Turtles: Portal Power,Game,4.0,113,636086,3.99,Everyone 10+,2.2,8
PewDiePie: Legend of the Brofist,Game,5.0,10828,457690,4.99,Teen,1.4.0,17
,None,0.0,0,0,0.0,Unrated,,1
Photograph+,Photo & Video,0.0,0,23192,0.99,Everyone,1.4,31
Der IQ Test - Intelligenztest (Deutsch),Game,0.0,0,17666,0.0,Everyone,1.2.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
ゲームプレイで賞金ゲット！ポットハンター,Game,0.0,0,292899,0.0,Mature 17+,2.1.6,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
The Greedy Cave,Game,4.5,914,160432,0.99,Everyone 10+,1.7.1,7
,None,0.0,0,0,0.0,Unrated,,1
Angry Birds Action!,Game,4.0,1863,1504883,0.0,Everyone,2.6.2,1
Pastry Picnic,Game,4.5,447,160301,0.0,Everyone,1.0.6,6
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Anki OVERDRIVE,Entertainment,4.5,981,341238,0.0,Everyone 10+,2.6.0,15
,None,0.0,0,0,0.0,Unrated,,1
Pixduel™,Game,4.0,1602,102730,0.0,Everyone,1.1.12,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Rugby Nations 16,Game,4.5,78,629813,4.99,Teen,1.4.0,7
Brothers: A Tale of Two Sons,Game,3.5,460,1925599,2.99,Teen,1.7,9
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Papa's Cupcakeria To Go!,Game,4.0,157,80509,1.99,Everyone,1.0.2,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Plug Pocketmine for Minecraft PE,Game,3.0,770,22670,2.99,Everyone,2.21,13
Weed Firm 2: Back To College,Game,4.5,4387,180713,0.0,Mature 17+,1.7.2,1
Disney Build It: Frozen,Entertainment,3.0,48,143358,3.99,Everyone,1.2,1
Selfeo,Social,4.0,366,86573,0.0,Mature 17+,1.6.2,1
Followers Analysis Tool For Instagram App Free,Social,4.0,4253,7891,0.0,Everyone,1.3,31
The Lion Guard,Entertainment,4.0,78,672662,3.99,Everyone,1.3.2,11
hocus.,Game,4.5,5778,26484,0.99,Everyone,1.9.0,1
Outfolded,Game,4.5,1468,71029,0.0,Everyone,1.1.1,10
"金陵十三钗－王丽坤代言,伴你穿越红楼今梦",Game,0.0,0,124174,3.99,Mature 17+,1.5.5,1
Speedafari – Speed Up Safari on Slow Connections,Utilities,5.0,28,14659,1.99,Everyone,2.0,1
Word²,Game,4.5,556,37148,1.99,Everyone,1.1,1
Churchill Solitaire - World War Card Game,Game,4.5,13241,153385,0.0,Teen,1.3.0,1
Discovery VR,Entertainment,3.0,125,10979,0.0,Everyone,1.5.0,1
Scribblenauts Unlimited,Game,4.0,1350,567910,4.99,Everyone 10+,1.20,1
,None,0.0,0,0,0.0,Unrated,,1
Color Therapy Adult Coloring Book for Adults,Books & Reference,5.0,84062,135236,0.0,Everyone,2.0,2
Amount Plus - Unit And Currency Converter,Productivity,4.0,35,7095,2.99,Everyone,1.2,3
小历 - 通知中心日历,Productivity,4.5,11,4511,0.99,Everyone,3.6.1,3
LONEWOLF,Game,4.5,1906,108982,0.0,Mature 17+,1.1.3,9
Solar Walk ™ 2 - Space Missions & Solar System,Education,4.0,316,610393,2.99,Everyone,1.4.2,10
おチャベリ-ビデオ通話でマッチングアプリ,Social,0.0,0,66080,0.0,Mature 17+,2.7,1
Crafty Candy - Match 3 Puzzle Game,Game,4.5,7511,151161,0.0,Everyone,1.45,5
Mystery Trackers: Nightsville Horror - A Hidden Object Adventure (Full),Game,3.5,9,992354,2.99,Everyone 10+,1.0.0,5
Mystery Trackers: Nightsville Horror HD - A Hidden Object Adventure (Full),Game,4.5,72,985018,6.99,Everyone 10+,1.0.0,5
Reelgood - TV Guide for Streaming,Entertainment,4.5,125,74444,0.0,Everyone,2.5.2,1
Train Driver Journey 4 - Introduction to Steam,Game,4.5,429,705732,0.99,Everyone,1.0.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Telepaint,Game,4.5,47,95984,2.99,Everyone 10+,1.0,1
Primal Legends,Game,4.5,1692,166575,0.0,Everyone 10+,18.32,1
Tetro Blocks - Beat IQ with Tetrix-style-puzzle.,Game,0.0,0,47351,0.0,Everyone,1.1,1
Britney Spears: American Dream,Game,4.5,2129,528184,0.0,Teen,2.0.1,13
,None,0.0,0,0,0.0,Unrated,,1
Frozen Free Fall: Icy Shot,Game,4.5,1133,186636,0.0,Everyone,2.5.1,11
"Marline - Weather, Tides & Moon",Weather,4.0,55,8082,0.99,Everyone,3.1.1,3
公牛炒股-证券开户交易软件,Finance,0.0,0,40359,0.99,Mature 17+,2.3.1,2
君の目的はボクを殺すこと。,Game,0.0,0,154515,0.0,Everyone 10+,4.0,1
Truck Simulator PRO 2016,Game,4.0,875,592898,3.99,Everyone,1.8,1
二炮手-同名抗战狙击手游(孙红雷主演),Game,3.0,1,327962,0.0,Mature 17+,1.0.1,2
Forest Heroes Story,Game,4.5,38,71539,0.0,Everyone,2.1.0,3
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Legendary - Game of Heroes,Game,4.5,1776,175010,0.0,Teen,1.8.8,7
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
【真・お絵かきパズル】〇〇投げてみた結果ｗｗ　完全無料！,Game,4.5,12,69857,0.0,Everyone,1.1.0,1
,None,0.0,0,0,0.0,Unrated,,1
【実況】今からカレシを葬る #衝撃の実況動画ノベルゲーム,Game,0.0,0,66817,0.0,Mature 17+,1.0.5,42
BuzzTube - Video Player for YouTube,Entertainment,4.5,21012,15563,0.0,Mature 17+,2.0,1
EVERYTOWN,Game,4.0,141,65808,0.0,Everyone,1.2.4,4
,None,0.0,0,0,0.0,Unrated,,1
Kendall and Kylie,Game,4.5,55011,556161,0.0,Teen,2.8.0,1
,None,0.0,0,0,0.0,Unrated,,1
HOUND Voice Search & Assistant,Productivity,4.0,297,63474,0.0,Everyone 10+,1.7.1,1
Genies & Gems,Game,4.5,9768,280523,0.0,Everyone,62.20.102,13
The Blacklist: Conspiracy,Game,4.0,496,101144,0.0,Teen,1.1.0,15
"Thirty Days & Seven Seas – Pirate Battle Board Game Starring Clarence, Jeff and Sumo",Game,4.5,68,1233862,2.99,Everyone 10+,1.1.0,10
まぐろ職人（通）,Game,0.0,0,27328,0.0,Everyone,1.5,1
,None,0.0,0,0,0.0,Unrated,,1
Downwell,Game,5.0,1679,82202,2.99,Everyone 10+,1.0.2,1
Teeny Titans - Teen Titans Go! Figure Battles,Game,4.5,2503,709790,3.99,Everyone 10+,1.1.3,9
,None,0.0,0,0,0.0,Unrated,,1
BB-8™ App Enabled Droid Powered by Sphero,Entertainment,4.5,4385,399747,0.0,Everyone,1.3.0,1
City Car Driving,Game,4.0,41,89788,0.0,Everyone,1.02,1
,None,0.0,0,0,0.0,Unrated,,1
Endless Sky,Game,4.5,6313,35807,0.0,Everyone,1.1.1,1
